Car_Type,Car_Year,Fuel_Type,Transmission,Price
Toyota Land Cruiser Prado,2007 -,Petrol -,Automatic,"KSh2,850,000"
Toyota Harrier,2011 -,Petrol -,Automatic,"KSh2,850,000"
Toyota Harrier,2011 -,Petrol -,Automatic,"KSh2,850,000"
Toyota Harrier,2012 -,Petrol -,Automatic,"KSh2,850,000"
Toyota Harrier,2012 -,Petrol -,Automatic,"KSh2,850,000"
Mitsubishi Pajero,2011 -,Diesel -,Automatic,"KSh2,900,000"
Toyota Harrier,2011 -,Petrol -,Automatic,"KSh2,900,000"
Toyota Harrier,2011 -,Petrol -,Automatic,"KSh2,900,000"
Toyota Harrier,2012 -,Petrol -,Automatic,"KSh2,900,000"
Lexus RX 330 4WD,2009 -,Petrol -,Automatic,"KSh2,900,000"
Toyota Harrier,2010 -,Petrol -,Automatic,"KSh2,900,000"
Toyota Harrier,2012 -,Petrol -,Automatic,"KSh2,920,000"
Toyota Harrier,2012 -,Hybrid -,Automatic,"KSh2,950,000"
Mitsubishi Pajero,2010 -,Petrol -,Automatic,"KSh2,950,000"
Toyota Harrier,2011 -,Petrol -,Automatic,"KSh2,950,000"
Toyota Harrier,2011 -,Petrol -,Automatic,"KSh2,950,000"
Toyota Harrier,2012 -,Petrol -,Automatic,"KSh2,950,000"
Toyota Harrier,2012 -,Petrol -,Automatic,"KSh2,950,000"
Toyota Harrier,2012 -,Petrol -,Automatic,"KSh2,950,000"
Toyota RAV4 2.0,2012 -,Diesel -,Automatic,"KSh2,967,741"
Mercedes-Benz 190E,1993 -,Petrol -,Automatic,"KSh235,000"
Peugeot 306,1997 -,Petrol -,Automatic,"KSh250,000"
Peugeot 504,1989 -,Petrol -,Manual,"KSh260,000"
Nissan March,2001 -,Petrol -,Automatic,"KSh295,000"
Toyota Hilux 3.0 D-4D Double Cab,2011 -,Diesel -,Automatic,"KSh3,000,000"
Volkswagen Tiguan,2011 -,Petrol -,Automatic,"KSh3,000,000"
Mercedes-Benz E250,2011 -,Petrol -,Automatic,"KSh3,000,000"
Mercedes-Benz E250,2011 -,Petrol -,Automatic,"KSh3,000,000"
Toyota Harrier,2011 -,Petrol -,Automatic,"KSh3,070,000"
Mercedes-Benz E250,2012 -,Petrol -,Automatic,"KSh3,090,000"
Toyota Hilux 2.0 VVT-i,2012 -,Diesel -,Automatic,"KSh3,200,000"
Toyota Land Cruiser,1995 -,Diesel -,Automatic,"KSh3,200,000"
Toyota Hilux 2.5 D-4D Double Cab,2011 -,Diesel -,Manual,"KSh3,200,000"
Mercedes-Benz E200,2011 -,Petrol -,Automatic,"KSh3,200,000"
Mercedes-Benz E300,2010 -,Petrol -,Automatic,"KSh3,200,000"
Audi Q5,2011 -,Petrol -,Automatic,"KSh3,200,000"
Subaru Forester 2.0 S Type A Automatic,2011 -,Petrol -,Automatic,"KSh3,200,000"
Toyota Hilux 3.0 D-4D Double Cab,2011 -,Diesel -,Automatic,"KSh3,250,000"
Toyota Hilux 3.0 D-4D Double Cab,2011 -,Diesel -,Automatic,"KSh3,300,000"
Toyota Harrier,2012 -,Hybrid -,Automatic,"KSh3,300,000"
BMW X3,2011 -,Petrol -,Automatic,"KSh3,300,000"
BMW X5 3.0 i,2010 -,Petrol -,Automatic,"KSh3,350,000"
Volkswagen Amarok,2011 -,Diesel -,Automatic,"KSh3,400,000"
Toyota Hilux 2.0 VVT-i,2011 -,Petrol -,Automatic,"KSh3,400,000"
Toyota Hilux 3.0 D-4D Double Cab,2011 -,Diesel -,Automatic,"KSh3,450,000"
Toyota Hilux 3.0 D-4D Double Cab,2011 -,Diesel -,Automatic,"KSh3,450,000"
Mercedes-Benz E250,2011 -,Petrol -,Automatic,"KSh3,450,000"
Mitsubishi Pajero,2011 -,Petrol -,Automatic,"KSh3,450,000"
Audi Q5 2.0 T,2011 -,Petrol -,Automatic,"KSh3,450,000"
Toyota Harrier,2012 -,Petrol -,Automatic,"KSh3,450,000"
Mercedes-Benz E200,2011 -,Petrol -,Automatic,"KSh3,450,000"
Toyota Hilux 3.0 D-4D Double Cab 4x4 Raider,2011 -,Diesel -,Automatic,"KSh3,500,000"
Mercedes-Benz C250,2014 -,Diesel -,Automatic,"KSh3,500,000"
Toyota Hilux 2.5 D-4D Double Cab 4x4 SRX,2011 -,Diesel -,Manual,"KSh3,500,000"
Toyota Hilux 3.0 D-4D Double Cab,2012 -,Diesel -,Automatic,"KSh3,500,000"
Isuzu D-MAX,2015 -,Diesel -,Automatic,"KSh3,500,000"
Lexus RX 270,2010 -,Petrol -,Automatic,"KSh3,500,000"
Lexus RX,2011 -,Petrol -,Automatic,"KSh3,500,000"
Audi Q5 2.0 T,2011 -,Petrol -,Automatic,"KSh3,500,000"
Toyota Hilux,2011 -,Diesel -,Automatic,"KSh3,600,000"
Toyota Fortuner 3.0 D-4D 4x4,2011 -,Diesel -,Automatic,"KSh3,600,000"
BMW X5 xDrive 35d,2009 -,Diesel -,Automatic,"KSh3,600,000"
Subaru Forester 2.0 XT Turbo,2013 -,Petrol -,Automatic,"KSh3,600,000"
Subaru Forester 2.0 XT Turbo,2013 -,Petrol -,Automatic,"KSh3,650,000"
BMW X6 xDrive 35d,2007 -,Diesel -,Automatic,"KSh3,700,000"
Toyota FJ CRUISER,2011 -,Petrol -,Automatic,"KSh3,700,000"
Toyota Hilux 3.0 D-4D Double Cab,2012 -,Diesel -,Automatic,"KSh3,750,000"
Toyota Hilux 3.0 D-4D Double Cab,2012 -,Diesel -,Automatic,"KSh3,750,000"
Toyota RAV4 2.5,2014 -,Petrol -,Automatic,"KSh3,750,000"
Toyota RAV4 2.5,2014 -,Petrol -,Automatic,"KSh3,750,000"
Toyota Land Cruiser Prado,2010 -,Diesel -,Automatic,"KSh3,800,000"
Toyota Land Cruiser 200 V8 4.7,2008 -,Petrol -,Automatic,"KSh3,800,000"
Toyota Land Cruiser Prado,2009 -,Petrol -,Automatic,"KSh3,800,000"
Mercedes-Benz E350,2010 -,Petrol -,Automatic,"KSh3,800,000"
Lexus RX 270,2011 -,Petrol -,Automatic,"KSh3,800,000"
Lexus RX 350,2011 -,Petrol -,Automatic,"KSh3,800,000"
Lexus RX 350,2011 -,Petrol -,Automatic,"KSh3,800,000"
Toyota FJ CRUISER,2011 -,Petrol -,Automatic,"KSh3,800,000"
Honda CR-V,2012 -,Petrol -,Automatic,"KSh3,800,000"
Subaru Forester,2012 -,Petrol -,Automatic,"KSh3,800,000"
BMW X5,2011 -,Diesel -,Automatic,"KSh3,850,000"
Ford Ranger 3.0 Regular Cab 4x4,2013 -,Diesel -,Manual,"KSh3,850,000"
Toyota Hilux 3.0 D-4D Double Cab,2013 -,Diesel -,Manual,"KSh3,900,000"
Lexus RX,2011 -,Hybrid -,Automatic,"KSh3,900,000"
Toyota FJ CRUISER 2WD,2012 -,Petrol -,Automatic,"KSh3,900,000"
Toyota Land Cruiser Prado,2010 -,Petrol -,Automatic,"KSh3,900,000"
Toyota Land Cruiser Prado,2008 -,Diesel -,Automatic,"KSh3,950,000"
Toyota Hilux,2012 -,Diesel -,Automatic,"KSh3,950,000"
Lexus RX 450h,2010 -,Petrol -,Automatic,"KSh3,950,000"
BMW 335i Coupe 335,2007 -,Petrol -,Automatic,"KSh3,950,000"
Lexus RX 270,2011 -,Petrol -,Automatic,"KSh3,950,000"
Toyota FJ CRUISER,2011 -,Petrol -,Automatic,"KSh3,950,000"
Toyota Land Cruiser Prado,2010 -,Petrol -,Automatic,"KSh3,990,000"
Mercedes-Benz S Class 2.8 Auto,2011 -,Petrol -,Automatic,"KSh3,990,000"
Mitsubishi Mirage,1998 -,Petrol -,Automatic,"KSh300,000"
Toyota Chaser,1996 -,Petrol -,Automatic,"KSh320,000"
Nissan Sunny 1.6,2003 -,Petrol -,Automatic,"KSh320,000"
Mitsubishi Galant,2003 -,Petrol -,Automatic,"KSh350,000"
Toyota Corolla Sprinter 140i,2006 -,Petrol -,Automatic,"KSh350,000"
Lexus RX 270,2011 -,Petrol -,Automatic,"KSh36,000,00"
Toyota Corolla 1.5,1997 -,Petrol -,Manual,"KSh370,000"
Toyota Corolla 1.3,2006 -,Petrol -,Automatic,"KSh375,000"
Mercedes-Benz E200,1999 -,Petrol -,Automatic,"KSh395,000"
Volkswagen Passat,1999 -,Petrol -,Manual,"KSh395,000"
Toyota Land Cruiser Prado,2011 -,Petrol -,Automatic,"KSh4,050,000"
Lexus RX,2011 -,Hybrid -,Automatic,"KSh4,100,000"
Lexus RX 450h,2011 -,Hybrid -,Automatic,"KSh4,100,000"
Lexus RX 350,2011 -,Petrol -,Automatic,"KSh4,100,000"
Toyota Land Cruiser Prado,2008 -,Diesel -,Automatic,"KSh4,150,000"
Toyota Land Cruiser Prado,2011 -,Petrol -,Automatic,"KSh4,180,000"
Toyota Fortuner,2010 -,Diesel -,Automatic,"KSh4,200,000"
Lexus RX 450h,2012 -,Hybrid -,Automatic,"KSh4,200,000"
Toyota Harrier,2013 -,Hybrid -,Automatic,"KSh4,200,000"
Toyota Harrier,2014 -,Hybrid -,Automatic,"KSh4,200,000"
BMW X5 3.0,2010 -,Petrol -,Automatic,"KSh4,200,000"
Lexus RX 450h,2011 -,Petrol -,Automatic,"KSh4,200,000"
Lexus RX 3.0 Auto,2011 -,Petrol -,Automatic,"KSh4,200,000"
Toyota Harrier,2014 -,Petrol -,Automatic,"KSh4,200,000"
Toyota Land Cruiser,2007 -,Diesel -,Automatic,"KSh4,300,000"
Lexus RX 450h,2011 -,Hybrid -,Automatic,"KSh4,300,000"
Porsche Cayenne,2010 -,Petrol -,Automatic,"KSh4,300,000"
BMW X5 3.0,2011 -,Petrol -,Automatic,"KSh4,300,000"
Toyota Land Cruiser Prado,2010 -,Petrol -,Automatic,"KSh4,340,000"
Volkswagen Touareg,2011 -,Hybrid -,Automatic,"KSh4,350,000"
Lexus RX 350,2011 -,Petrol -,Automatic,"KSh4,400,000"
Volkswagen Touareg,2011 -,Petrol -,Automatic,"KSh4,400,000"
Toyota Land Cruiser Prado,2010 -,Petrol -,Automatic,"KSh4,450,000"
BMW X5,2011 -,Petrol -,Automatic,"KSh4,450,000"
Toyota Land Cruiser,2008 -,Petrol -,Automatic,"KSh4,500,000"
Toyota Land Cruiser Prado,2010 -,Petrol -,Automatic,"KSh4,500,000"
Lexus RX 450h,2011 -,Petrol -,Automatic,"KSh4,500,000"
Toyota Land Cruiser Prado,2011 -,Petrol -,Automatic,"KSh4,500,000"
Toyota Land Cruiser Prado,2012 -,Petrol -,Automatic,"KSh4,500,000"
Toyota Land Cruiser Prado,2012 -,Petrol -,Automatic,"KSh4,550,000"
Land Rover Discovery IV,2011 -,Diesel -,Automatic,"KSh4,600,000"
Ford Ranger 1.8 XL,2011 -,Diesel -,Automatic,"KSh4,600,000"
Ford Ranger 1.8 XL,2011 -,Diesel -,Automatic,"KSh4,600,000"
Ford Ranger 1.8 XL,2019 -,Diesel -,Automatic,"KSh4,600,000"
Toyota Land Cruiser Prado,2011 -,Petrol -,Automatic,"KSh4,600,000"
Toyota Land Cruiser Prado,2012 -,Petrol -,Automatic,"KSh4,600,000"
Toyota Land Cruiser Prado,2011 -,Petrol -,Automatic,"KSh4,650,000"
Volkswagen Touareg,2011 -,Diesel -,Automatic,"KSh4,700,000"
Land Rover Discovery IV,2011 -,Diesel -,Automatic,"KSh4,700,000"
Volkswagen Touareg 3.6 FSi,2011 -,Petrol -,Automatic,"KSh4,700,000"
Toyota Land Cruiser Prado,2011 -,Petrol -,Automatic,"KSh4,700,000"
Lexus RX 450h,2011 -,Petrol -,Automatic,"KSh4,750,000"
Toyota Harrier,2014 -,Petrol -,Automatic,"KSh4,750,000"
Toyota Land Cruiser Prado,2010 -,Petrol -,Automatic,"KSh4,800,000"
Toyota Land Cruiser Prado,2012 -,Petrol -,Automatic,"KSh4,800,000"
Toyota Land Cruiser Prado,2010 -,Petrol -,Automatic,"KSh4,850,000"
Toyota Land Cruiser,2008 -,Diesel -,Automatic,"KSh4,900,000"
Toyota Land Cruiser,2008 -,Diesel -,Automatic,"KSh4,900,000"
Toyota Land Cruiser Prado,2010 -,Petrol -,Automatic,"KSh4,900,000"
Toyota Land Cruiser Prado,2011 -,Petrol -,Automatic,"KSh4,900,000"
Toyota Land Cruiser Prado,2012 -,Diesel -,Automatic,"KSh4,980,000"
Nissan X-Trail 2.0,2002 -,Petrol -,Automatic,"KSh420,000"
Toyota Passo,2007 -,Petrol -,Automatic,"KSh420,000"
Mazda Demio 1.3,2007 -,Petrol -,Automatic,"KSh430,000"
Nissan Wingroad,2008 -,Petrol -,Automatic,"KSh430,000"
Mercedes-Benz 200E,1992 -,Petrol -,Manual,"KSh435,000"
Volkswagen Golf,2003 -,Petrol -,Automatic,"KSh435,000"
Nissan Note 1.4,2008 -,Petrol -,Automatic,"KSh440,000"
Toyota Vitz,2007 -,Petrol -,Automatic,"KSh440,000"
Toyota Corolla 1.3,2000 -,Petrol -,Automatic,"KSh450,000"
Honda Fit 1.5 Aria,2008 -,Petrol -,Automatic,"KSh450,000"
Toyota Passo,2009 -,Petrol -,Automatic,"KSh450,000"
Hyundai Santa Fe 2.0 CRDi GLS 4WD,2004 -,Petrol -,Manual,"KSh450,000"
Mitsubishi Chariot,2001 -,Petrol -,Automatic,"KSh460,000"
Toyota Corolla 1.3,1998 -,Petrol -,Manual,"KSh460,000"
Nissan March,2009 -,Petrol -,Automatic,"KSh465,000"
Toyota Passo Sette,2009 -,Petrol -,Automatic,"KSh470,000"
Honda Fit,2005 -,Petrol -,Automatic,"KSh470,000"
Honda Fit,2007 -,Petrol -,Automatic,"KSh475,000"
Nissan Liberty,2004 -,Petrol -,Automatic,"KSh480,000"
Nissan Wingroad,2006 -,Petrol -,Automatic,"KSh480,000"
Nissan Tiida 1.5 dCi,2007 -,Petrol -,Automatic,"KSh480,000"
Toyota Mark II,2000 -,Petrol -,Automatic,"KSh485,000"
Mercedes-Benz 200,1986 -,Petrol -,Manual,"KSh490,000"
Toyota Camry,2003 -,Petrol -,Automatic,"KSh495,000"
Peugeot 406 1.8 GLX,2003 -,Petrol -,Manual,"KSh495,000"
Toyota Land Cruiser Prado,2011 -,Diesel -,Automatic,"KSh5,000,000"
Volkswagen Touareg 3.6 V6,2012 -,Petrol -,Automatic,"KSh5,000,000"
BMW X5,2012 -,Diesel -,Automatic,"KSh5,100,000"
Toyota Land Cruiser Prado,2012 -,Diesel -,Automatic,"KSh5,100,000"
Toyota Land Cruiser Prado,2011 -,Petrol -,Automatic,"KSh5,100,000"
Toyota Land Cruiser Prado,2011 -,Petrol -,Automatic,"KSh5,100,000"
Toyota Land Cruiser Prado,2013 -,Petrol -,Automatic,"KSh5,100,000"
Toyota Land Cruiser Prado,2010 -,Diesel -,Automatic,"KSh5,200,000"
Toyota Land Cruiser Prado,2010 -,Diesel -,Automatic,"KSh5,200,000"
Toyota Land Cruiser Prado,2010 -,Diesel -,Automatic,"KSh5,200,000"
Toyota Land Cruiser Prado,2010 -,Petrol -,Automatic,"KSh5,200,000"
Toyota Land Cruiser Prado,2010 -,Petrol -,Automatic,"KSh5,200,000"
Toyota Land Cruiser Prado,2010 -,Petrol -,Automatic,"KSh5,200,000"
Toyota Land Cruiser Prado,2011 -,Diesel -,Automatic,"KSh5,250,000"
Toyota Land Cruiser Prado,2011 -,Diesel -,Automatic,"KSh5,300,000"
Audi Q7 3.0T S line Quattro,2011 -,Diesel -,Automatic,"KSh5,300,000"
Toyota Land Cruiser Prado,2011 -,Diesel -,Automatic,"KSh5,300,000"
Jeep Cherokee 2.4 Sport,2012 -,Petrol -,Automatic,"KSh5,300,000"
Toyota Land Cruiser Prado VX 4.0 V6,2011 -,Petrol -,Automatic,"KSh5,350,000"
Toyota Land Cruiser Prado,2011 -,Petrol -,Automatic,"KSh5,350,000"
Land Rover Discovery IV,2011 -,Diesel -,Automatic,"KSh5,400,000"
Toyota Land Cruiser Prado,2012 -,Petrol -,Automatic,"KSh5,400,000"
Toyota Land Cruiser Prado,2010 -,Petrol -,Automatic,"KSh5,400,000"
Land Rover Discovery IV,2011 -,Diesel -,Automatic,"KSh5,490,000"
Land Rover Discovery IV,2011 -,Diesel -,Manual,"KSh5,490,000"
Toyota Land Cruiser Prado,2011 -,Diesel -,Automatic,"KSh5,500,000"
Toyota Land Cruiser Prado,2011 -,Diesel -,Automatic,"KSh5,500,000"
BMW X6,2011 -,Petrol -,Automatic,"KSh5,500,000"
Toyota Land Cruiser Prado,2011 -,Petrol -,Automatic,"KSh5,500,000"
Toyota Harrier,2015 -,Petrol -,Automatic,"KSh5,500,000"
Toyota Land Cruiser Prado,2012 -,Petrol -,Automatic,"KSh5,650,000"
Toyota Land Cruiser Prado,2011 -,Diesel -,Automatic,"KSh5,690,000"
Toyota Land Cruiser Prado,2011 -,Diesel -,Automatic,"KSh5,690,000"
Toyota Land Cruiser Prado,2011 -,Diesel -,Automatic,"KSh5,690,000"
Toyota Land Cruiser Prado,2011 -,Petrol -,Automatic,"KSh5,700,000"
Toyota Land Cruiser Prado,2011 -,Diesel -,Automatic,"KSh5,750,000"
Toyota Noah,2002 -,Petrol -,Automatic,"KSh500,000"
Toyota Probox,2005 -,Petrol -,Automatic,"KSh500,000"
Toyota RAV4 1.8,1998 -,Petrol -,Manual,"KSh500,000"
Toyota Ractis,2006 -,Petrol -,Automatic,"KSh500,000"
Mazda Demio,2007 -,Petrol -,Automatic,"KSh520,000"
Nissan Tiida 1.5 dCi,2009 -,Petrol -,Automatic,"KSh520,000"
Toyota Succeed,2005 -,Petrol -,Automatic,"KSh520,000"
BMW M3,1997 -,Petrol -,Automatic,"KSh550,000"
Volkswagen Golf,2006 -,Petrol -,Automatic,"KSh550,000"
Toyota iQ,2009 -,Petrol -,Automatic,"KSh550,000"
Suzuki Alto,2011 -,Petrol -,Automatic,"KSh550,000"
Suzuki Alto,2011 -,Petrol -,Automatic,"KSh550,000"
Nissan Advan,2011 -,Petrol -,Automatic,"KSh550,000"
Toyota Passo,2011 -,Petrol -,Automatic,"KSh550,000"
Nissan Advan,2010 -,Petrol -,Automatic,"KSh550,000"
Nissan Advan,2011 -,Petrol -,Automatic,"KSh550,000"
Toyota IST,2004 -,Petrol -,Automatic,"KSh550,000"
Toyota IST,2002 -,Petrol -,Automatic,"KSh560,000"
Toyota Belta,2006 -,Petrol -,Automatic,"KSh560,000"
Mazda Demio 1.3,2007 -,Petrol -,Automatic,"KSh560,000"
Nissan Advan,2011 -,Petrol -,Automatic,"KSh560,000"
Nissan Serena 2.0 Excursion,2008 -,Petrol -,Automatic,"KSh565,000"
Toyota Ractis,2006 -,Petrol -,Automatic,"KSh570,000"
Mazda Familia,2011 -,Petrol -,Automatic,"KSh570,000"
Toyota Probox,2009 -,Petrol -,Automatic,"KSh570,000"
Toyota Premio,2003 -,Petrol -,Automatic,"KSh580,000"
Nissan Wingroad,2008 -,Petrol -,Automatic,"KSh580,000"
Nissan March,2010 -,Petrol -,Automatic,"KSh580,000"
Nissan March,2011 -,Petrol -,Automatic,"KSh580,000"
Nissan March,2011 -,Petrol -,Automatic,"KSh580,000"
Nissan Tiida Latio,2009 -,Petrol -,Automatic,"KSh580,000"
Nissan March,2011 -,Petrol -,Automatic,"KSh580,000"
Toyota Allion,2004 -,Petrol -,Automatic,"KSh585,000"
Toyota Belta,2006 -,Petrol -,Automatic,"KSh585,000"
Suzuki Solio,2011 -,Petrol -,Automatic,"KSh589,000"
Toyota Probox,2007 -,Petrol -,Automatic,"KSh590,000"
Nissan Tiida 1.5 dCi,2009 -,Petrol -,Automatic,"KSh590,000"
Nissan Cube,2011 -,Petrol -,Automatic,"KSh590,000"
Nissan March,2011 -,Petrol -,Automatic,"KSh595,000"
Nissan Advan,2011 -,Petrol -,Automatic,"KSh595,000"
Toyota Harrier,2015 -,Petrol -,Automatic,"KSh6,000,000"
Toyota Land Cruiser,2008 -,Petrol -,Automatic,"KSh6,000,000"
Jeep Wrangler 3.6 V6,2014 -,Petrol -,Automatic,"KSh6,000,000"
Ford Ranger,2016 -,Diesel -,Automatic,"KSh6,100,000"
Toyota Land Cruiser Prado,2013 -,Petrol -,Automatic,"KSh6,200,000"
Toyota Land Cruiser,2009 -,Diesel -,Automatic,"KSh6,300,000"
Toyota Land Cruiser 200 VX 4.5,2010 -,Diesel -,Automatic,"KSh6,300,000"
Toyota Land Cruiser,2010 -,Diesel -,Automatic,"KSh6,300,000"
Toyota Land Cruiser,2010 -,Petrol -,Automatic,"KSh6,500,000"
Toyota Land Cruiser,2010 -,Petrol -,Automatic,"KSh6,500,000"
Toyota Land Cruiser,2009 -,Diesel -,Automatic,"KSh6,600,000"
Porsche Cayenne 3.6 Automatic,2011 -,Petrol -,Automatic,"KSh6,600,000"
Porsche Cayenne 3.6 V6,2011 -,Petrol -,Automatic,"KSh6,600,000"
Toyota Fortuner,2016 -,Diesel -,Automatic,"KSh6,800,000"
Toyota Allex,2004 -,Petrol -,Automatic,"KSh600,000"
Toyota IST,2006 -,Petrol -,Automatic,"KSh600,000"
Toyota Ractis,2008 -,Petrol -,Automatic,"KSh600,000"
Nissan Wingroad,2009 -,Petrol -,Automatic,"KSh600,000"
Toyota Passo Sette,2011 -,Petrol -,Automatic,"KSh600,000"
Toyota Passo,2011 -,Petrol -,Automatic,"KSh600,000"
Nissan March,2011 -,Petrol -,Automatic,"KSh610,000"
Toyota Allion,2004 -,Petrol -,Automatic,"KSh625,000"
Toyota Allion,2004 -,Petrol -,Automatic,"KSh625,000"
Nissan March,2011 -,Petrol -,Automatic,"KSh625,000"
Toyota Mark II,2004 -,Petrol -,Automatic,"KSh630,000"
Volkswagen Polo 1.4,2008 -,Petrol -,Automatic,"KSh630,000"
Nissan March,2012 -,Petrol -,Automatic,"KSh630,000"
Toyota Harrier,1998 -,Petrol -,Automatic,"KSh630,000"
Toyota Harrier,1998 -,Petrol -,Automatic,"KSh630,000"
Mercedes-Benz C200,1997 -,Petrol -,Automatic,"KSh639,000"
BMW 318i,2003 -,Petrol -,Automatic,"KSh645,000"
Toyota Axio,2006 -,Petrol -,Automatic,"KSh645,000"
Toyota Passo,2011 -,Petrol -,Automatic,"KSh645,000"
Nissan X-Trail 2.0,2000 -,Petrol -,Automatic,"KSh650,000"
Volkswagen Cross Polo,2007 -,Petrol -,Automatic,"KSh650,000"
Toyota Succeed,2009 -,Petrol -,Automatic,"KSh650,000"
Toyota Probox,2009 -,Petrol -,Automatic,"KSh650,000"
Mazda Demio 1.3,2010 -,Petrol -,Automatic,"KSh650,000"
Mazda Demio 1.3,2010 -,Petrol -,Automatic,"KSh650,000"
Toyota Passo,2011 -,Petrol -,Automatic,"KSh650,000"
Nissan Note,2011 -,Petrol -,Automatic,"KSh650,000"
Nissan Advan,2011 -,Petrol -,Automatic,"KSh650,000"
Honda CR-V,2004 -,Petrol -,Automatic,"KSh660,000"
Mazda Demio 1.3,2011 -,Petrol -,Automatic,"KSh660,000"
Mazda Demio 1.3,2011 -,Petrol -,Automatic,"KSh660,000"
Mazda Demio,2011 -,Petrol -,Automatic,"KSh660,000"
Nissan Cube,2011 -,Petrol -,Automatic,"KSh660,000"
Nissan Bluebird,2008 -,Petrol -,Automatic,"KSh660,000"
Mazda Demio 1.3,2011 -,Petrol -,Automatic,"KSh665,000"
Toyota Axio,2008 -,Petrol -,Automatic,"KSh670,000"
Honda Airwave,2009 -,Petrol -,Automatic,"KSh670,000"
Nissan March,2011 -,Petrol -,Automatic,"KSh670,000"
Peugeot 207,2009 -,Petrol -,Automatic,"KSh675,000"
Toyota Townace,2002 -,Petrol -,Automatic,"KSh680,000"
Toyota ISIS,2008 -,Petrol -,Automatic,"KSh680,000"
Honda Fit Automatic,2009 -,Petrol -,Automatic,"KSh680,000"
Toyota Passo,2010 -,Petrol -,Automatic,"KSh680,000"
Toyota Porte,2011 -,Petrol -,Automatic,"KSh680,000"
Nissan Note 1.5 dCi,2011 -,Petrol -,Automatic,"KSh680,000"
Mazda Demio,2011 -,Petrol -,Automatic,"KSh680,000"
Mazda Demio,2011 -,Petrol -,Automatic,"KSh680,000"
Mazda Demio,2011 -,Petrol -,Automatic,"KSh680,000"
Mazda Demio,2011 -,Petrol -,Automatic,"KSh680,000"
Mazda Demio,2011 -,Petrol -,Automatic,"KSh680,000"
Mitsubishi Colt 1.3 5 Door,2011 -,Petrol -,Automatic,"KSh680,000"
Mitsubishi Colt 1.3 5 Door,2011 -,Petrol -,Automatic,"KSh680,000"
Mitsubishi Colt 1.3 5 Door,2011 -,Petrol -,Automatic,"KSh680,000"
Nissan Advan,2011 -,Petrol -,Automatic,"KSh680,000"
Toyota Belta,2009 -,Petrol -,Automatic,"KSh685,000"
Suzuki Escudo,2005 -,Petrol -,Automatic,"KSh690,000"
Nissan Advan,2011 -,Petrol -,Automatic,"KSh690,000"
Mazda Demio,2011 -,Petrol -,Automatic,"KSh690,000"
Toyota Estima,2006 -,Petrol -,Automatic,"KSh690,000"
Volkswagen Golf 2.0 S,2006 -,Petrol -,Automatic,"KSh690,000"
Mazda Demio 1.3,2011 -,Petrol -,Automatic,"KSh690,000"
Toyota Harrier,2001 -,Petrol -,Automatic,"KSh695,000"
Mazda Demio,2011 -,Petrol -,Automatic,"KSh695,000"
Toyota Vitz,2011 -,Petrol -,Automatic,"KSh695,000"
Mercedes-Benz E230,1997 -,Petrol -,Automatic,"KSh695,000"
Toyota Passo,2013 -,Petrol -,Automatic,"KSh699,000"
Toyota Land Cruiser,2010 -,Diesel -,Automatic,"KSh7,000,000"
Toyota Land Cruiser Prado,2015 -,Diesel -,Automatic,"KSh7,300,000"
Toyota Land Cruiser Prado,2016 -,Diesel -,Automatic,"KSh7,500,000"
Toyota Land Cruiser,2009 -,Diesel -,Automatic,"KSh7,500,000"
Toyota Land Cruiser,2011 -,Petrol -,Automatic,"KSh7,500,000"
Toyota Land Cruiser Prado,2015 -,Diesel -,Automatic,"KSh7,650,000"
Toyota Land Cruiser,2010 -,Diesel -,Automatic,"KSh7,690,000"
Toyota Land Cruiser,2011 -,Petrol -,Automatic,"KSh7,700,000"
Mercedes-Benz E250,2015 -,Petrol -,Automatic,"KSh7,700,000"
Toyota Land Cruiser Prado,2016 -,Petrol -,Automatic,"KSh7,700,000"
Toyota Land Cruiser Prado,2016 -,Petrol -,Automatic,"KSh7,700,000"
Toyota Land Cruiser Prado,2016 -,Petrol -,Automatic,"KSh7,700,000"
Toyota Land Cruiser,2011 -,Petrol -,Automatic,"KSh7,800,000"
Toyota Land Cruiser Prado,2016 -,Diesel -,Automatic,"KSh7,900,000"
Toyota Land Cruiser Prado,2016 -,Diesel -,Automatic,"KSh7,900,000"
Toyota Land Cruiser Prado,2016 -,Diesel -,Automatic,"KSh7,900,000"
Toyota Land Cruiser,2011 -,Petrol -,Automatic,"KSh7,900,000"
Toyota Land Cruiser Prado,2016 -,Diesel -,Automatic,"KSh7,950,000"
Toyota Land Cruiser Prado,2016 -,Diesel -,Automatic,"KSh7,950,000"
Toyota Land Cruiser,2012 -,Petrol -,Automatic,"KSh7,950,000"
Nissan Navara,2004 -,Diesel -,Manual,"KSh700,000"
Toyota Hilux 2.5 D-4D,2018 -,Diesel -,Manual,"KSh700,000"
Toyota Premio,2004 -,Petrol -,Automatic,"KSh700,000"
Toyota Porte,2010 -,Petrol -,Automatic,"KSh700,000"
Toyota Porte,2010 -,Petrol -,Automatic,"KSh700,000"
Toyota Porte,2011 -,Petrol -,Automatic,"KSh700,000"
Suzuki Swift,2011 -,Petrol -,Automatic,"KSh700,000"
Suzuki Swift,2011 -,Petrol -,Automatic,"KSh700,000"
Mazda Demio,2011 -,Petrol -,Automatic,"KSh710,000"
Mazda Demio,2011 -,Petrol -,Automatic,"KSh710,000"
